,FORMULATING_UNIT,INVESTMENT_EXECUTING_UNIT,UBIGEO,PROVINCE,FUNCTION,TYPE_OF_INVESTMENT,INVESTMENT_NAME,UPDATED_COST,ACCUMULATED_EARNINGS_AS_OF_2021,PIM_2022,AMOUNT_YEAR_2022,AMOUNT_YEAR_2023,AMOUNT_YEAR_2024,AMOUNT_YEAR_2025
69,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150300,CAJATAMBO,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOS 5 DISTRITOS DE LA PROVINCIA DE CAJATAMBO - DEPARTAMENTO DE LIMA,1962366.0,0.0,1358820.0,1358820.0,603546.0,0.0,0.0
70,MUNICIPALIDAD DISTRITAL DE LAMPIAN,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150600,HUARAL,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE VEINTISIETE DE NOVIEMBRE - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,251739.0,0.0,248555.0,248555.0,564610.0,0.0,0.0
71,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE  HUAROCHIRI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
72,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150800,HUAURA,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN LOS DISTRITOS DE HUAURA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
73,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,SANEAMIENTO,PROYECTO DE INVERSION,INSTALACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO EN LOS SECTORES 4,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
74,MUNICIPALIDAD DISTRITAL DE HUANZA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE HUANZA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,248555.0,14000.0,234555.0,234555.0,386879.0,0.0,0.0
75,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,151000,YAUYOS,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE TAURIPAMPA - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,224055.0,0.0,224055.0,224055.0,358542.0,0.0,0.0
76,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150900,OYON,SANEAMIENTO,PROYECTO DE INVERSION,RENOVACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE NAVAN - DISTRITO DE NAVAN - OYON - LIMA,3419588.0,1766623.0,1089378.0,1691966.0,0.0,0.0,0.0
77,MUNICIPALIDAD DISTRITAL DE PATIVILCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,ENERGIA,PROYECTO DE INVERSION,AMPLIACION DE LA SUB ESTACION PARAMONGA NUEVA DEL VALLE DE PATIVILCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
78,MUNICIPALIDAD PROVINCIAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,AMBIENTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LA DESCONTAMINACION DEL PUERTO DE HUACHO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
79,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,SANEAMIENTO,PROYECTO DE INVERSION,AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL DISTRITO DE SAN LORENZO DE QUINTI,5021016.0,80000.0,522810.0,1000000.0,3941016.0,0.0,0.0
81,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
82,MUNICIPALIDAD DISTRITAL DE ANDAJES,GERENCIA REGIONAL DE INFRAESTRUCTURA,150900,OYON,SANEAMIENTO,PROYECTO DE INVERSION,INSTALACION DE LOS SERVICIOS RED DE AGUA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
83,MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,EDUCACION,PROYECTO DE INVERSION,AMPLIACION DE LA INFRAESTRUCTURA DE LA I.E. N 20840 SANTIAGO ERIK ANTUNEZ DE MAYOLO RYNNING EN PIEDRA GRANDE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
84,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN LA I.E. N 21009 LUIS FELIPE SUBAUSTE DEL RIO ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
85,MUNICIPALIDAD DISTRITAL DE COCHAMARCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150900,OYON,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO N 20047 SANTO TOMAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
86,MUNICIPALIDAD DISTRITAL DE QUILMANA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E.P MIGUEL GRAU EN EL C.P QUILMANA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
87,MUNICIPALIDAD PROVINCIAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL CETPRO LAS CARMELITAS DEL DISTRITO DE HUACHO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
88,MUNICIPALIDAD PROVINCIAL DE BARRANCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SANEAMIENTO,PROYECTO DE INVERSION,INSTALACION,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
89,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PÚBLICO VICTOR RAUL HAYA DE LA TORRE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
90,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CARRETERA  RIO SECO - LAYA- LA PEDRERA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
91,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150300,CAJATAMBO,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
92,MUNICIPALIDAD DISTRITAL DE COCHAMARCA,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO CANAL SINCAY - COCHACAYA COCHACAYA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
93,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150300,CAJATAMBO,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. N 20017 HONORIO MANRIQUE NICHO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
94,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150500,CAÑETE,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE PROVICION DE AGUA PARA RIEGO DEL SISTEMA DE RIEGO CANAL MARIA ANGOLA DESDE EL SECTOR HUACACHIVATO HASTA EL SECTOR LA QUEBRADA EN LOS DISTRITOS DE SAN LUIS Y IMPERIAL DE LA  PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,14476909.0,0.0,3548831.0,3500005.0,7174396.0,3753682.0,0.0
95,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150700,HUAROCHIRI,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA  DEL SISTEMA DE RIEGO TOMA A MAPANO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
96,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,REPRESAMIENTO DE LA LAGUNA DE HUANCARCOCHA Y CONSTRUCCION DEL CANAL PRINCIPAL DE DERIVACION,18947052.0,8948571.0,3170182.0,3170182.0,4044168.0,2784131.0,0.0
97,MUNICIPALIDAD DISTRITAL DE CHANCAY,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL SECUNDARIO  DE LA INSTITUCIÓN EDUCATIVA CESAR VALLEJO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
98,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150800,HUAURA,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA PROVINCIA DE HUAURA - REGION LIMA,9133724.0,7202404.0,0.0,1608990.0,322331.0,1608990.0,0.0
99,MUNICIPALIDAD PROVINCIAL DE CANTA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150400,CANTA,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA DE LOS 7 DISTRITOS DE LA PROVINCIA DE CANTA - DEPARTAMENTO DE LIMA,1897800.0,20000.0,1877800.0,1877800.0,580524.0,658756.0,0.0
100,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
101,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150800,HUAURA,TURISMO,PROYECTO DE INVERSION,ACONDICIONAMIENTO DE LA RUTA TURISTICA LA CAMPIÑA DEL DISTRITO DE SANTA MARIA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
102,MUNICIPALIDAD DISTRITAL DE SAYAN,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO DE LA INFRAESTRUCTURA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN EL C.P. LA VILLA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
103,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SANEAMIENTO,PROYECTO DE INVERSION,AMPLIACION Y MEJORAMIENTO DE SISTEMA INTEGRAL DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DEL C.P. MENOR EL PORVENIR Y CALETA VIDAL ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
104,MUNICIPALIDAD DISTRITAL DE VEGUETA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150800,HUAURA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN LA AV.AGUSTO B.LEGUIA EN EL  DISTRITO DE VEGUETA - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,8822508.0,2471001.0,5848591.0,5292282.0,595286.0,68940.0,0.0
105,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL N. 20388 JOSE CARLOS MARIATEGUI - CENTRO POBLADO PASAMAYO - DISTRITO AUCALLAMA -PROVINCIA HUARAL - REGION LIMA,6939255.0,192169.0,0.0,0.0,200000.0,3000000.0,3547087.0
106,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. N. 20402 VIRGEN DE FATIMA DISTRITO DE HUARAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
107,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150600,HUARAL,ORDEN PUBLICO Y SEGURIDAD,INVERSIONES IOARR,ADQUISICION DE CAMIONETA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
108,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUATIVOS EN LA I.E. N° 20392 JUAN PASCUAL PRINGLES EN EL AAHH PERALVILLO - DISTRITO DE CHANCAY - PROVINCIA DE HUARAL - REGIÓN LIMA,26070804.0,255393.0,10851153.0,20564938.0,5250473.0,5000000.0,4713785.0
109,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150200,BARRANCA,ORDEN PUBLICO Y SEGURIDAD,INVERSIONES IOARR,ADQUISICION DE CAMIONETA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
110,MUNICIPALIDAD DISTRITAL DE PACARAN,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E..P. SANTIAGO ANTUNEZ DE MAYOLO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
111,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO DEL CANAL URCOS QUINCHES CENTRO POBLADO DE QUINCHES - DISTRITO DE QUINCHES - PROVINCIA DE YAUYOS - REGIÓN LIMA,19290108.0,2549848.0,3285000.0,3000000.0,4927330.0,4000000.0,4812931.0
112,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,ENERGIA,PROYECTO DE INVERSION,ELECTRIFICACIÓN DEL CENTRO POBLADO ANEXO MARACHANCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
113,MUNICIPALIDAD DISTRITAL DE MALA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,SANEAMIENTO,PROYECTO DE INVERSION,AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO SAN MARCOS DE LA AGUADA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
114,MUNICIPALIDAD DISTRITAL DE QUILMANA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DEL CENTRO DE SALUD DE QUILMANA DEL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
115,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150700,HUAROCHIRI,SALUD,PROYECTO DE INVERSION,CONSTRUCCION DE CENTRAL DE OXIGENO; ADQUISICION DE PLANTA GENERADORA DE OXIGENO MEDICINAL Y EQUIPO GENERADOR DE ENERGIA; EN EL(LA) EESS PEDRO ABRAHAN LOPEZ GUILLEN - SAN ANTONIO  DISTRITO DE SAN ANTONIO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
116,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION DEL NIVEL INICIAL EN LA I.E. BEATO SANTISIMO MARTIN DEL CENTRO POBLADO LA VILLA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
117,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN LA I.E. N°20178 SANTA ROSA DE LIMA ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
118,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150000,MULTIPROVINCIAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LAS METODOLOGÍAS DIDÁCTICAS Y EL APRENDIZAJE MEDIANTE LA IMPLEMENTACIÓN DE HERRAMIENTAS TECNOLÓGICAS EN LAS 9 PROVINCIAS DEL DEPARTAMENTO DE LIMA,78876134.0,13332957.0,19702057.0,15331013.0,19000000.0,10000000.0,10000000.0
119,MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCION EDUCATIVA N 20194 JESUS DIVINO MAESTRO EN LA LOCALIDAD DE SANTA CRUZ DE FLORES,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
120,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,151000,YAUYOS,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA N 20746 SAN BARTOLOME,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
121,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150600,HUARAL,EDUCACION,INVERSIONES IOARR,ADQUISICION DE EQUIPOS DE LABORATORIO; EN EL(LA) INSTITUTO EDUCACION SUPERIOR TECNOLOGICO PUBLICO HUANDO  DISTRITO DE HUARAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
122,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,CONSTRUCCION DE LA MICROPRESA CUNCUSHPATA DE CALPA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
123,MUNICIPALIDAD DISTRITAL DE ANDAJES,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,CREACION DEL SISTEMA DE RIEGO EN EL SECTOR QUICHUA PISUPAMPA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
124,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,AMPLIACION DE LA CAPACIDAD DE ALMACENAMIENTO DE LA LAGUNA CHUCHON,20121360.0,14864110.0,4432062.0,2982349.0,795642.0,0.0,0.0
125,MUNICIPALIDAD PROVINCIAL DE CAJATAMBO,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO EN EL SECTOR PUSGOJ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
126,MUNICIPALIDAD PROVINCIAL DE HUARAL,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,REHABILITACION Y MEJORAMIENTO DE LA I.E. DE NIVEL SECUNDARIO NUESTRA SEÑORA DEL CARMEN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
127,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150500,CAÑETE,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO CAÑETE: TRAMO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
128,MUNICIPALIDAD DISTRITAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,TRANSPORTE,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES LOS PRÓCERES Y JULIO C. TELLO EN LA LOCALIDAD DE HUAURA DEL DISTRITO DE HUAURA - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,1684182.0,1140560.0,543623.0,543623.0,543622.0,0.0,0.0
129,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150800,HUAURA,PESCA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGUIMIENTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
130,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150400,CANTA,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO Y REHABILITACION DEL AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE CANTA - PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES - CANTA - LIMA,8475530.0,6074558.0,2385974.0,2043153.0,0.0,5998.0,0.0
131,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SALUD DEL ESTABLECIMIENTO DE SALUD HUAURA DISTRITO DE HUAURA - PROVINCIA DE HUAURA - REGIÓN LIMA,47175604.0,437638.0,0.0,0.0,1000000.0,5000000.0,5000000.0
132,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150400,CANTA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD CANTA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
133,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA MATERNO INFANTIL DEL CENTRO DE SALUD HUALMAY MICRORRED HUALMAY  RED DE SALUD HUAURA OYÓN,3977312.0,3085716.0,0.0,0.0,891595.0,1.0,0.0
134,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD ACOS - RED DE SALUD HUARAL,8143229.0,82488.0,0.0,0.0,299999.0,4000000.0,3760742.0
